skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
mercaura4							skSealofDefiance	sdSealofAnything	sdSealofAnything	skSealofDefiance																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	MercAuraStatLIFE		pst1	ast1	75	MercAuraStatAR		pst2	ast2	75	MercAuraStatPhysRes		pst3	ast3	40	MercAuraStatInfo																																		40	MasteryBonusNS		7		18	StrMastFanaticism																															0
amalgamation						4	skUnholyAmalgamation	sdUnholyAmalgamation	sdUnholyAmalgamation	skUnholyAmalgamation																																																																																																													0
enlightenedjustice						8	skEnlightenedJustice	sdEnlightenedJustice	sdEnlightenedJustice	skEnlightenedJustice	5																75	StrSkill39		enma	exma	75	StrSkill4		pnma	pxma	36	StrSkillRadiusSingular	StrSkill18	rng*4	3																																																																														0
bloodshield						9	skBloodShield	sdBloodShield	sdBloodShield	skBloodShield																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillDamagePercent		pst1		74	StrSkillDamageResist		pst2		74	StrSkillLifePercent		pst3		74	ModStr2z		pst4																																																																					0
manastorm						15	skManaStorm	sdManaStorm	sdManaStorm	skManaStorm																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	ModStr2h		ast1																																																																															0
massenchant						14	skMassEnchant	sdMassEnchant	sdMassEnchant	skMassEnchant																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	75	StrSkill5		enma	exma	74	StrSkill22		toht																																																																										0
glacial sentry	1	2	3	1	24		skGlacialSentry	sdGlacialSentry	sdGlacialSentry	skGlacialSentry																	75	StrSkill6		enma	exma																										36	StrSkill3		usmc	256	74	StrSkillIceMissiles		par3 + skill('Death Sentry'.blvl)/4		74	ESkillShoots		par1 + skill('Death Sentry'.blvl)/4		74	StrSkillMaxTraps		pets							40	Sksyn	skGlacialSentry	2		77	IceMissShotplev3	skDeathSentry	1	par6	76	Colddplev	skFrozenBomb	par8		76	Colddplev	skFrozenShredder	par8		75	StrSkillExtraSummon		2	7	40	MasteryBonus		7		74	StrMastLesserSentry		5	0			0
frozen shredder sentry	1	3	3	1	34		skFrozenShredder	sdFrozenShredder	sdFrozenShredder	skFrozenShredder																	75	StrSkill6		enma	exma																										36	StrSkill3		usmc	256	74	ESkillShoots		(blvl==20)?:(2*par1):par1		74	StrSkillMaxTraps		pets												40	Sksyn	skFrozenShredder	2		76	Colddplev	skFrozenBomb	par8		76	Colddplev	skGlacialSentry	par8		75	StrSkillExtraSummon		2	7	40	MasteryBonus		7		74	StrMastGreaterSentry		10						0			0
frozen bomb	1	1	3	1	16		skFrozenBomb	sdFrozenBomb	sdFrozenBomb	skFrozenBomb	5																36	StrSkill3		usmc	256	75	StrSkill6		enma	exma																					36	StrSkillRadiusSingular	StrSkill18	par1*2	3																					40	Sksyn	skFrozenBomb	2		76	Colddplev	skFrozenShredder	(blvl==20)?(20 + par8):par8		76	Colddplev	skGlacialSentry	(blvl==20)?(20 + par8):par8		40	MasteryBonus		7		74	StrMastSynergyRate		20											0			0
telekinesis	0	0	0	0	102		skTelekinesis	sdTelekinesis	sdTelekinesis	skTelekinesis																																															36	StrSkill3		usmc	256																																																										0
trihydra	0	0	0	3	104		skTriHydra	sdTriHydra	sdTriHydra	skTriHydra														hydraa	hydrab	hydrac	36	StrSkill3		(usmc<=2815)?2560:usmc	256	75	StrSkill113		(m1en*(100+stat('passive_fire_mastery'.accr)))/100	(m1ex*(100+stat('passive_fire_mastery'.accr)))/100	75	HydraLight		(m2en*(100+stat('passive_ltng_mastery'.accr)))/100	(m2ex*(100+stat('passive_ltng_mastery'.accr)))/100	75	HydraCold		(m3en*(100+stat('passive_cold_mastery'.accr)))/100	(m3ex*(100+stat('passive_cold_mastery'.accr)))/100											36	StrSkillDurationSingular	StrSkill20	clc1	25																					40	Sksyn	skHydra	2		76	Firedplev	skFirestorm	par8		76	Firedplev	skFireBall	par8		40	MasteryBonus		7		18	StrMastHydra																0
forsaken shield	0	0	0	3	106		skForsakenShield	sdForsakenShield	sdForsakenShield	skForsakenShield																	36	StrSkillDurationSingular	StrSkill20	len	25	74	ShieldBOCLHit		ast5		74	ShieldBOCLBlock		ast4		74	ShieldBOCLMove		ast3		74	ShieldBOCLSpeed		ast2		74	ShieldBOCLCast		ast1		36	StrSkill3		usmc	256	36	StrCooldown		"max(((((blvl==20)?250:500)*(100-stat('item_cooldownreduction'.accr)))/100),10)"	25																40	Sksyn	skHolyShield	2		76	Defplev	skVengeance	par8		76	BlockChplev	skThorns	1		40	MasteryBonus		7		18	StrMastHolyShield																0
spirit_embrace	0	0	0	3	108		skSpiritEmbrace	sdSpiritEmbrace	sdSpiritEmbrace	skSpiritEmbrace																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillColdAbs		ast1		74	ModStr4s		ast2		74	ModStr1c		ast3		74	DmgReducePM		ast4							36	StrSkill3		usmc	256	36	StrCooldown		"max(((((blvl==20)?250:500)*(100-stat('item_cooldownreduction'.accr)))/100),10)"	25																40	Sksyn	skHolyShield	2		76	Defplev	skVengeance	par8		76	BlockChplev	skThorns	1		40	MasteryBonus		7		18	StrMastHolyShield																0
spirit_retribution	0	0	0	3	108		skSpiritRetribution	sdSpiritRetribution	sdSpiritRetribution	skSpiritRetribution																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill103		ast1		74	ModStr4s		ast2		74	ModStr1a		ast3		74	ModStr5b		ast4							36	StrSkill3		usmc	256	36	StrCooldown		"max(((((blvl==20)?250:500)*(100-stat('item_cooldownreduction'.accr)))/100),10)"	25																40	Sksyn	skHolyShield	2		76	Defplev	skVengeance	par8		76	BlockChplev	skThorns	1		40	MasteryBonus		7		18	StrMastHolyShield																0
charmweights	0	0	0	0	0		skCharmWeights	sdSpiritRetribution	sdSpiritRetribution	skCharmWeights																																																																																																													0
minidiablo	0	0	0	3	110		skMiniDiablo	sdMiniDiablo	sdMiniDiablo	skMiniDiablo																																																																																																													0
adrenaline	0	0	0	0	0		skAdrenaline	sdAdrenaline	sdAdrenaline	skAdrenaline																	36	StrSkillDurationSingular	StrSkill20	ln56	25	74	StrSkill89		dm12																																																																																				0
beastbear	0	0	0	3	112		skWerebear	sdWerebear	sdWerebear	skWerebear																	74	StrSkill21		ln34		74	StrSkillDamagePercent		ln12																						36	StrSkill3		usmc	256	36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	25	25	36	StrSkillDurationSingular	StrSkill20	1000+skill('shape shifting'.ln12)	25	74	StrSkill100		par5 + skill('Shape Shifting'.ln34)							40	Sksyn	Skillname229	2		18	Skillname225																															0
skelcommander	0	0	0	3	114		skRaiseCommander	sdRaiseCommander	sdRaiseCommander	skRaiseCommander																	36	StrSkill94	StrSkill44	((skill('Raise Skeleton'.pets)/10)>=stat('skel_commander'.accr))?stat('skel_commander'.accr):0		34	StrSkill4				74	StrSkillDefense		ast3		74	StrSkillDamagePercent		ast1		74	StrSkillAttackRating		ast2		13	StrSkill42		skill('Raise Skeleton'.clc1)	skill('Summon Mastery'.lvl)*80	36	StrSkill3		usmc	256																					40	Sksyn	skRaiseSkeleton	2		18	skSummonMastery				75	StrSkillExtraSummon		1	1	40	MasteryBonus		7		18	StrMastRaiseSkeleton																0
spirit_charge	0	0	0	3	108		skSpiritCharge	sdSpiritCharge	sdSpiritCharge	skSpiritCharge																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillLightAbsorb		ast1		74	ModStr4s		ast2		74	ModStr1d		ast3		74	DmgReducePM		ast4							36	StrSkill3		usmc	256	36	StrCooldown		"max(((((blvl==20)?250:500)*(100-stat('item_cooldownreduction'.accr)))/100),10)"	25																40	Sksyn	skHolyShield	2		76	Defplev	skVengeance	par8		76	BlockChplev	skThorns	1		40	MasteryBonus		7		18	StrMastHolyShield																0
reduce phys resist	0	0	0	0	0		skReducePhysRes	skReducePhysRes	skReducePhysRes	skReducePhysRes																																																																																																													0
anthrax_armor	0	0	0	3	116		skAnthraxArmor	sdAnthraxArmor	sdAnthraxArmor	skAnthraxArmor																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	ModitemdamPoissk		ln12		74	StrFasterCast		"min(ln56,par7)"		74	ModStr2l		ast3							36	StrCooldown		(100*(ln34+125))/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	MasteryBonusNS		7		18	StrMastWarmth																															0
