Treasure Class	*MobType	*MobLvl	*Act	firstLadderSeason	lastLadderSeason	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
Baal								6	983	1024	1024	1024		Blank	8	Act 1 (N) Equip A	52	Act 1 (N) Junk	5	Act 1 (N) Good	3																		0
Baal (N)								6	983	1024	1024	1024		Blank	8	Act 1 (H) Equip A	52	Act 1 (H) Junk	5	Act 1 (H) Good	3	shards	2																0
Baal (H)								6	983	1024	1024	1024		Blank	8	Act 5 (H) Equip B	36	Act 5 (H) Good	7	fed	3	shards	3																0
Baalq								-3	993	900	1024	800		Beacon of Hope	1	Act 1 (N) Equip A	1	Act 1 (N) Good	1																				0
Baalq (N)								6	993	900	1024	800		Act 1 (H) Equip A	2	Act 1 (H) Good	3	shards	2																				0
Baalq (H)								6	993	900	1024	800		Act 5 (H) Equip B	1	Act 5 (H) Good	2	fed	1	shards	2																		0
Blood Raven Charm								1	1024					Blank	9	Unholy Commander	1																						0
Blood Raven								5	800	800	1024	400		Blank	8	Act 1 Equip B	19	Act 1 Junk	5	Act 1 Good	3																		0
Blood Raven (N)								5	800	800	1024	400		Blank	8	Act 1 (N) Equip B	19	Act 1 (N) Junk	5	Act 1 (N) Good	3																		0
Blood Raven (H)								5	800	800	1024	400		Blank	8	Act 1 (H) Equip B	19	Act 1 (H) Junk	5	Act 1 (H) Good	3	Blood Raven Charm	2																0
Smith								-3						Act 1 Uitem C	1	Act 1 Melee B	2																						0
Smith (N)								-3						Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																						0
Smith (H)								-4						Act 1 (H) Uitem C	2	Act 1 (H) Melee B	2																						0
Izual								-4	972	1024	1024	400		Act 4 Equip B	1	Act 4 Junk	1	Act 4 Good	2																				0
Izual (N)								-4	972	1024	1024	400		Act 4 (N) Equip B	1	Act 4 (N) Junk	1	Act 4 (N) Good	2																				0
Izual (H)								-4	972	1024	1024	400		Act 4 (H) Equip B	1	Act 4 (H) Junk	1	Act 4 (H) Good	2																				0
Act 1 Super A						18	0	-4	800	800	1024	400		Act 1 Uitem A	2	Act 1 Cpot A	2																						0
Act 1 Super B						18	5	-4	800	800	1024	400		Act 1 Uitem B	2	Act 1 Cpot B	2																						0
Act 1 Super C						18	9	-4	800	800	1000	400		Act 1 Uitem C	2	Act 1 Cpot C	2																						0
Act 2 Super A						18	12	-4	800	800	1000	400		Act 2 Uitem A	2	Act 2 Cpot A	2																						0
Act 2 Super B						18	15	-4	800	800	1000	400		Act 2 Uitem B	2	Act 2 Cpot B	2																						0
Act 2 Super C						18	18	-4	800	800	1000	400		Act 2 Uitem C	2	Act 2 Cpot C	2																						0
Act 3 Super A						18	20	-4	800	800	1000	400		Act 3 Uitem A	2	Act 3 Cpot A	2																						0
Act 3 Super B						18	22	-4	800	800	1000	400		Act 3 Uitem B	2	Act 3 Cpot B	2																						0
Act 3 Super C						18	24	-4	800	800	1000	400		Act 3 Uitem C	2	Act 3 Cpot C	2																						0
Act 4 Super A						18	26	-4	800	800	1000	400		Act 4 Uitem A	2	Act 4 Cpot A	2																						0
Act 4 Super B						18	29	-4	800	800	1000	400		Act 4 Uitem B	2	Act 4 Cpot B	2																						0
Act 4 Super C						18	32	-4	800	800	1000	400		Act 4 Uitem B	2	Act 4 Cpot B	2																						0
Act 5 Super A						18	34	-4	800	800	1000	400		Act 5 Uitem A	2	Act 5 Cpot A	2																						0
Act 5 Super B						18	36	-4	800	800	1000	400		Act 5 Uitem B	2	Act 5 Cpot B	2																						0
Act 5 Super C						18	38	-4	800	800	1000	400		Act 5 Uitem C	2	Act 5 Cpot C	2																						0
Act 1 (N) Super A						18	40	-4	800	800	1000	400		Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																						0
Act 1 (N) Super B						18	41	-4	800	800	1000	400		Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																						0
Act 1 (N) Super C						18	42	-4	800	800	1000	400		Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																						0
Act 2 (N) Super A						18	44	-4	800	800	1000	400		Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																						0
Act 2 (N) Super B						18	45	-4	800	800	1000	400		Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																						0
Act 2 (N) Super C						18	46	-4	800	800	1000	400		Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																						0
Act 3 (N) Super A						18	48	-4	800	800	1000	400		Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																						0
Act 3 (N) Super B						18	50	-4	800	800	1000	400		Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																						0
Act 3 (N) Super C						18	51	-4	800	800	1000	400		Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																						0
Act 4 (N) Super A						18	54	-4	800	800	1000	400		Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																						0
Act 4 (N) Super B						18	57	-4	800	800	1000	400		Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																						0
Act 4 (N) Super C						18	60	-4	800	800	1000	400		Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																						0
Act 5 (N) Super A						18	62	-4	800	800	1000	400		Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																						0
Act 5 (N) Super B						18	63	-4	800	800	1000	400		Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																						0
Act 5 (N) Super C						18	66	-4	800	800	1000	400		Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																						0
Act 1 (H) Super A						18	67	-4	800	800	1000	400		Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																						0
Act 1 (H) Super B						18	67	-4	800	800	1000	400		Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																						0
Act 1 (H) Super C						18	68	-4	800	800	1000	400		Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																						0
Act 2 (H) Super A						18	68	-4	800	800	1000	400		Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																						0
Act 2 (H) Super B						18	69	-4	800	800	1000	400		Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																						0
Act 2 (H) Super C						18	72	-4	800	800	1000	400		Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																						0
Act 3 (H) Super A						18	73	-4	800	800	1000	400		Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																						0
Act 3 (H) Super B						18	75	-4	800	800	1000	400		Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																						0
Act 3 (H) Super C						18	78	-4	800	800	1000	400		Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																						0
Act 4 (H) Super A						18	81	-4	800	800	1000	400		Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																						0
Act 4 (H) Super B						18	84	-4	800	800	1000	400		Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																						0
Act 4 (H) Super C						18	87	-4	800	800	1000	400		Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																						0
Act 5 (H) Super A						18	90	-4	800	800	1000	400		Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																						0
Act 5 (H) Super B						18	93	-4	800	800	1000	400		Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																						0
Act 5 (H) Super C						18	96	-4	800	800	1000	400		Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																						0
Act 1 Super Ax						18	0	-4	512	900	1000	400		Act 1 Uitem A	2	Act 1 Cpot A	2																						0
Act 1 Super Bx						18	5	-4	512	900	1000	400		Act 1 Uitem B	2	Act 1 Cpot B	2																						0
Act 1 Super Cx						18	9	-4	512	900	1000	400		Act 1 Uitem C	2	Act 1 Cpot C	2																						0
Act 2 Super Ax						18	12	-4	512	900	1000	400		Act 2 Uitem A	2	Act 2 Cpot A	2																						0
Act 2 Super Bx						18	15	-4	512	900	1000	400		Act 2 Uitem B	2	Act 2 Cpot B	2																						0
Act 2 Super Cx						18	18	-4	512	900	1000	400		Act 2 Uitem C	2	Act 2 Cpot C	2																						0
Act 3 Super Ax						18	20	-4	512	900	1000	400		Act 3 Uitem A	2	Act 3 Cpot A	2																						0
Act 3 Super Bx						18	22	-4	512	900	1000	400		Act 3 Uitem B	2	Act 3 Cpot B	2																						0
Act 3 Super Cx						18	24	-4	512	900	1000	400		Act 3 Uitem C	2	Act 3 Cpot C	2																						0
Act 4 Super Ax						18	26	-4	512	900	1000	400		Act 4 Uitem A	2	Act 4 Cpot A	2																						0
Act 4 Super Bx						18	29	-4	512	900	1000	400		Act 4 Uitem B	2	Act 4 Cpot B	2																						0
Act 4 Super Cx						18	32	-4	512	900	1000	400		Act 4 Uitem B	2	Act 4 Cpot B	2																						0
Act 5 Super Ax						18	34	-4	512	900	1000	400		Act 5 Uitem A	2	Act 5 Cpot A	2																						0
Act 5 Super Bx						18	36	-4	512	900	1000	400		Act 5 Uitem B	2	Act 5 Cpot B	2																						0
Act 5 Super Cx						18	38	-4	512	900	1000	400		Act 5 Uitem C	2	Act 5 Cpot C	2																						0
Act 1 (N) Super Ax						18	40	-4	512	900	1000	400		Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																						0
Act 1 (N) Super Bx						18	41	-4	512	900	1000	400		Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																						0
Act 1 (N) Super Cx						18	42	-4	512	900	1000	400		Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																						0
Act 2 (N) Super Ax						18	44	-4	512	900	1000	400		Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																						0
Act 2 (N) Super Bx						18	45	-4	512	900	1000	400		Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																						0
Act 2 (N) Super Cx						18	46	-4	512	900	1000	400		Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																						0
Act 3 (N) Super Ax						18	48	-4	512	900	1000	400		Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																						0
Act 3 (N) Super Bx						18	50	-4	512	900	1000	400		Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																						0
Act 3 (N) Super Cx						18	51	-4	512	900	1000	400		Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																						0
Act 4 (N) Super Ax						18	54	-4	512	900	1000	400		Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																						0
Act 4 (N) Super Bx						18	57	-4	512	900	1000	400		Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																						0
Act 4 (N) Super Cx						18	60	-4	512	900	1000	400		Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																						0
Act 5 (N) Super Ax						18	62	-4	512	900	1000	400		Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																						0
Act 5 (N) Super Bx						18	63	-5	512	900	1000	400		Act 5 (N) Uitem B	3	Act 5 (N) Cpot B	2																						0
Act 5 (N) Super Cx						18	66	-4	512	900	1000	400		Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																						0
Act 1 (H) Super Ax						18	67	-5	512	900	1000	400		Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																						0
Act 1 (H) Super Bx						18	67	-5	512	900	1000	400		Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																						0
Act 1 (H) Super Cx						18	68	-5	512	900	1000	400		Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																						0
Act 2 (H) Super Ax						18	68	-5	512	900	1000	400		Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																						0
Act 2 (H) Super Bx						18	69	-5	512	900	1000	400		Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																						0
Act 2 (H) Super Cx						18	72	-5	512	900	1000	400		Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																						0
Act 3 (H) Super Ax						18	73	-5	512	900	1000	400		Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																						0
Act 3 (H) Super Bx						18	75	-5	512	900	1000	400		Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																						0
Act 3 (H) Super Cx						18	78	-6	512	900	1000	400		Act 3 (H) Uitem C	3	Act 3 (H) Cpot C	2																						0
Act 4 (H) Super Ax						18	81	-5	512	900	1000	400		Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																						0
Act 4 (H) Super Bx						18	84	-6	512	900	1000	400		Act 4 (H) Uitem B	3	Act 4 (H) Cpot B	2																						0
Act 4 (H) Super Cx						18	87	-5	512	900	1000	400		Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																						0
Act 5 (H) Super Ax						18	90	-6	512	900	1000	400		Act 5 (H) Uitem A	3	Act 5 (H) Cpot A	2																						0
Act 5 (H) Super Bx						18	93	-6	512	900	1000	400		Act 5 (H) Uitem B	3	Act 5 (H) Cpot B	2																						0
Act 5 (H) Super Cx						18	96	-6	512	900	1000	400		Act 5 (H) Uitem C	3	Act 5 (H) Cpot C	2																						0
Cow King								5	850	900	1000	400		Act 1 Uitem C	1	Act 1 Melee B	2																						0
Cow King (N)								5	850	900	1000	400		Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																						0
Cow King (H)								-3	850	900	1000	400		Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																						0
Duriel								-3						Gold	2	Duriel - Base	1																						0
Duriel (N)								-3						Gold	2	Duriel (N) - Base	1																						0
Duriel (H)								-3						Gold	2	Duriel (H) - Base	1																						0
Durielq								-2						Gold	1	Durielq - Base	1																						0
Durielq (N)								-3						Gold	1	Durielq (N) - Base	2																						0
Durielq (H)								-3						Gold	1	Durielq (H) - Base	2																						0
ROP								1	1024					Diablo	1																								0
ROP (N)								1	1024					Diablo (N)	4	Annihilus	1																						0
ROP (H)								1	1024					Annihilus	1																								0
Countess								-2						Runes 6	2																								0
Countess (N)								-2						Runes 9	2																								0
Countess Item								5						Blank	5	Act 5 (H) Equip B	15	Act 5 (H) Good	10	Runes 13	10	TKey	10																0
Countess Rune								-2						Runes 13	2																								0
Countess (H)								-2						Countess Item	1	Countess Rune	1																						0
Uber Andariel								1	1024					dhn	1																								0
Uber Duriel								1	1024					bey	1																								0
Uber Izual								1	1024					mbr	1																								0
Pandemonium Key A								1	1024					pk1	1																								0
Pandemonium Key B								1	1024					pk2	1																								0
Pandemonium Key C								1	1024					pk3	1																								0
Corpsefire								-4	800	800	450	300		Act 1 Uitem A	2	Act 1 Cpot A	2																						0
Corpsefire (N)							40	-4	800	800	1024	600		Act 1 (N) Uitem A	3	Act 1 (N) Cpot A	1																						0
Corpsefire (H)							67	-5	800	800	1024	600		Act 1 (H) Uitem A	3	Act 1 (H) Cpot A	1																						0
Bishibosh							0	-4	800	800	1024	600		Act 1 Uitem A	2	Act 1 Cpot A	2																						0
Bishibosh (N)							40	-4	800	800	1024	600		Act 1 (N) Uitem A	3	Act 1 (N) Cpot A	1																						0
Bishibosh (H)							67	-4	800	800	1024	600		Act 1 (H) Uitem A	3	Act 1 (H) Cpot A	1																						0
Bonebreak							0	-4	800	800	1024	600		Act 1 Uitem A	2	Act 1 Cpot A	2																						0
Bonebreak (N)							40	-5	800	800	1024	600		Act 1 (N) Uitem A	4	Act 1 (N) Cpot A	1																						0
Bonebreak (H)							67	-5	800	800	1024	600		Act 1 (H) Uitem A	4	Act 1 (H) Cpot A	1																						0
ColdcrowU								1	1024					Blank	7	Pluckeye	1																						0
ColdcrowU (N)								1	1024					Blank	15	Skystrike	1																						0
ColdcrowU (H)								1	1024					Blank	31	Cold Crow's Caw	1																						0
Coldcrow							0	-4	800	800	1024	600		Act 1 Uitem A	2	Act 1 Cpot A	1	ColdcrowU	1																				0
Coldcrow (N)							40	-5	800	800	1024	600		Act 1 (N) Uitem A	3	Act 1 (N) Cpot A	1	ColdcrowU (N)	1																				0
Coldcrow (H)							67	-5	800	800	1024	600		Act 1 (H) Uitem A	3	Act 1 (H) Cpot A	1	ColdcrowU (H)	1																				0
Rakanishu							5	-4	800	800	1024	600		Act 1 Uitem B	2	Act 1 Cpot B	2																						0
Rakanishu (N)							41	-4	800	800	1024	600		Act 1 (N) Uitem B	3	Act 1 (N) Cpot B	1																						0
Rakanishu (H)							67	-5	800	800	1024	600		Act 1 (H) Uitem B	4	Act 1 (H) Cpot B	1																						0
TreeheadU								1	1024					Blank	7	Felloak	1																						0
TreeheadU (N)								1	1024					Blank	15	Bloodtree Stump	1																						0
TreeheadU (H)								1	1024					Blank	31	Nord's Tenderizer	1																						0
Treehead							5	-4	800	800	1024	600		Act 1 Uitem B	2	Act 1 Cpot B	1	TreeheadU	1																				0
Treehead (N)							41	-5	800	800	1024	600		Act 1 (N) Uitem B	3	Act 1 (N) Cpot B	1	TreeheadU (N)	1																				0
Treehead (H)							67	-5	800	800	1024	600		Act 1 (H) Uitem B	3	Act 1 (H) Cpot B	1	TreeheadU (H)	1																				0
Pitspawn							5	-3	800	800	1024	600		Act 1 Uitem B	2	Act 1 Cpot B	1																						0
Pitspawn (N)							41	-3	800	800	1024	600		Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	1																						0
Pitspawn (H)							67	-4	800	800	1024	600		Act 1 (H) Uitem B	3	Act 1 (H) Cpot B	1																						0
Flamespike							9	-3	800	800	1024	600		Act 1 Uitem C	1	Act 1 Cpot C	2																						0
Flamespike (N)							41	-3	800	800	1024	600		Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	1																						0
Flamespike (H)							62	-3	800	800	1024	600		Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	1																						0
Boneash							9	-4	800	800	1024	600		Act 1 Uitem C	2	Act 1 Cpot C	2																						0
Boneash (N)							42	-4	800	800	1024	600		Act 1 (N) Uitem C	3	Act 1 (N) Cpot C	1																						0
Boneash (H)							68	-4	800	800	1024	600		Act 1 (H) Uitem C	3	Act 1 (H) Cpot C	1																						0
Bloodwitch							12	-4	800	800	1024	600		Act 2 Uitem A	2	Act 2 Cpot A	2																						0
Bloodwitch (N)							44	-4	800	800	1024	600		Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																						0
Bloodwitch (H)							68	-4	800	800	1024	600		Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																						0
FangskinU								1	1024					Blank	7	Serpent Lord	1																						0
FangskinU (N)								1	1024					Blank	15	Skin of the Vipermagi	1																						0
FangskinU (H)								1	1024					Blank	31	Chained Lightning	1																						0
Fangskin							15	-4	800	800	1024	600		Act 2 Uitem B	2	Act 2 Cpot B	1	FangskinU	1																				0
Fangskin (N)							45	-5	800	800	1024	600		Act 2 (N) Uitem B	3	Act 2 (N) Cpot B	1	FangskinU (N)	1																				0
Fangskin (H)							69	-5	800	800	1024	600		Act 2 (H) Uitem B	3	Act 2 (H) Cpot B	1	FangskinU (H)	1																				0
Beetleburst							15	-3	800	800	1024	600		Act 2 Uitem B	2	Act 2 Cpot B	1																						0
Beetleburst (N)							45	-4	800	800	1024	600		Act 2 (N) Uitem B	3	Act 2 (N) Cpot B	1																						0
Beetleburst (H)							69	-5	800	800	1024	600		Act 2 (H) Uitem B	4	Act 2 (H) Cpot B	1																						0
Leatherarm							12	-4	800	800	1024	600		Act 2 Uitem A	2	Act 2 Cpot A	2																						0
Leatherarm (N)							44	-3	800	800	1024	600		Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	1																						0
Leatherarm (H)							68	-4	800	800	1024	600		Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																						0
Coldworm							15	-4	800	800	1024	600		Act 2 Uitem B	2	Act 2 Cpot B	2																						0
Coldworm (N)							45	-4	800	800	1024	600		Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																						0
Coldworm (H)							69	-4	800	800	1024	600		Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																						0
Fire Eye							15	-3	800	800	1024	600		Act 2 Uitem B	2	Act 2 Cpot B	1																						0
Fire Eye (N)							45	-4	800	800	1024	600		Act 2 (N) Uitem B	3	Act 2 (N) Cpot B	1																						0
Fire Eye (H)							69	-5	800	800	1024	600		Act 2 (H) Uitem B	4	Act 2 (H) Cpot B	1																						0
Dark Elder							15	-3	800	800	1024	600		Act 2 Uitem B	2	Act 2 Cpot B	1																						0
Dark Elder (N)							45	-4	800	800	1024	600		Act 2 (N) Uitem B	3	Act 2 (N) Cpot B	1																						0
Dark Elder (H)							69	-5	800	800	1024	600		Act 2 (H) Uitem B	4	Act 2 (H) Cpot B	1																						0
Ancient Kaa							18	-2	800	800	1024	600		Act 2 Uitem C	1	Act 2 Cpot C	1																						0
Ancient Kaa (N)							46	-3	800	800	1024	600		Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	1																						0
Ancient Kaa (H)							72	-5	800	800	1024	600		Act 2 (H) Uitem C	3	Act 2 (H) Cpot C	2																						0
Web Mage							20	-3	800	800	1024	600		Act 3 Uitem A	1	Act 3 Cpot A	2																						0
