index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Rainbow Facet	555	100	1			1	1	85	1	jew	jewel		3	5000								dmg		5	10	dmg%		5	10	levelup-skill	Landslide	100	50	pierce-immunity-damage		5	5																																		0
Hellfire Torch	556	100	1			1	1	110	75	cm2	charm	1	3	5000				D2R_Jank				randclassskill		0	6	all-stats		10	20	res-all		10	20	light		8	8	hit-skill	CTC_Tornado	3	10	charged	Hydra	10	30																					Weight-Tracker		4	4		0
Beacon of Hope	557	100	1			1	1	30	35	BoH	Beacon											oskill	Teleport	1	1																																														0
MythosLog	558	100	1			0	1	1	1	y08	KillTracker	1										skill-kill	496	100	1	kill-tracker		1	1	skill-death	497	100	1	death-tracker		1	1	Weight-Capacity		40	40	Weight-Display		1	1																										0
Storage Bag	559	100	1			1	1	1	1	Z01	bag											GB-Total		1	1	RB-Low		1	1	RB-Mid		1	1	RB-High		1	1	ucore		1	1	score		1	1	JB-Rare		1	1																						0
Magefist	560	0	1			1	1	31	23	tgl	Light Gauntlets		5	5000	lgry	lgry		D2R_Jank				cast		20	20	regen-mana		25	25	lightskill		1	1	dmg-ltng		1	6	ac		10	10	ac%		20	30																										0
Magefist	561	0	1			1	1	31	23	tgl	Light Gauntlets		5	5000	lgry	lgry		D2R_Jank				cast		20	20	regen-mana		25	25	coldskill		1	1	dmg-cold		1	6	ac		10	10	ac%		20	30																										0
Magefist	562	0	1			1	1	31	23	tgl	Light Gauntlets		5	5000	lgry	lgry		D2R_Jank				cast		20	20	regen-mana		25	25	poisskill		1	1	dmg-pois	25	10	60	ac		10	10	ac%		20	30																										0
Magefist	563	0	1			1	1	31	23	tgl	Light Gauntlets		5	5000	lgry	lgry		D2R_Jank				cast		20	20	regen-mana		25	25	magskill		1	1	dmg-mag		1	6	ac		10	10	ac%		20	30																										0
IceClone Armor	564	0	1			1	1	1	1	St1			5	5000								gethit-skill	Ice Clone Nova	100	5																																														0
IceClone Armor2	565	0	1			1	1	1	1	St2			5	5000								kill-skill	KillCountRegister	100	1	kill-skill	Ice Clone Nova	100	5																																										0
Hydra Master	566	100	1			1	1	90	55	6ls	Stalagmite		5	5000				D2R_Jank				oskill	Tri-Hydra	10	10	allskills		2	2	enr%		10	20	pierce-immunity-cold		20	30	pierce-immunity-fire		20	30	pierce-immunity-light		20	30	cast		40	40	mana%		20	25	skill-rand	5	36	65									oskill	CharmSkill	1	1		0
Spiritual Savior	567	100	1			1	1	95	63	utp	Archon Plate							D2R_Jank				oskill	Spirit's Retribution	5	5	att		50	80	att%		15	20	allskills		1	1	pierce-immunity-fire		30	50	pierce-all		10	15																										0
IceClone Armor3	568	0	1			1	1	1	1	St3			5	5000								aura	MiniDAura	1	1																																														0
Ag1	569																																																																						0
Ag2	570																																																																						0
Ag3	571																																																																						0
Fletcher's Fury	572	100	1			1	1	57	28	Ag4	Trainee Gloves		5	5000								skilltab	0	1	2	ignore-ac		1	1	att%		20	30	swing		10	25	mana-kill		3	5	dex/lvl	3																												0
Indra's Guidance	573	100	1			1	1	60	45	Ag5	Adept Gloves		5	5000								ama		1	1	skill-rand	3	6	35	att%		20	30	swing		10	20	mana-kill		2	4	dex/lvl	2			extra-ltng		5	15																						0
Ag6	574																																																																						0
Robbin's Temple	575	100	1			1	1	52	39	ci1	Coronet		5	5000								Weight-Capacity		3	5	allskills		1	1	cast		10	20	move		30	30	oskill	Cloak of Shadows	1	1	res-all		10	20	mag%/lvl	4																								0
Trials Charm c1	576	100	1			1	1	95	75	a59	Large Charm	1	5	5000				D2R_Jank				all-stats		20	20	Weight-Tracker	2	2																																											0
Trials Charm c2	577	100	1			1	1	95	75	a60	Large Charm	1	5	5000				D2R_Jank				res-all		15	15	Weight-Tracker	2	2																																											0
Trials Charm c3	578	100	1			1	1	95	75	a61	Large Charm	1	5	5000				D2R_Jank				red-dmg%		5	5	Weight-Tracker	2	2																																											0
Trials Charm c4	579	100	1			1	1	95	75	a62	Large Charm	1	5	5000				D2R_Jank				allskills		1	1	Weight-Tracker	2	2																																											0
Trials Charm c5	580	100	1			1	1	95	75	a63	Large Charm	1	5	5000				D2R_Jank				all-stats%		3	3	Weight-Tracker	2	2																																											0
Trials Charm c6	581	100	1			1	1	95	75	a64	Large Charm	1	5	5000				D2R_Jank				pierce-all		10	10	Weight-Tracker	2	2																																											0
Trials Charm c7	582	100	1			1	1	95	75	a65	Large Charm	1	5	5000				D2R_Jank				pierce-immunity-all		10	10	Weight-Tracker	2	2																																											0
MegaCharm	583	100	1			1	1	95	75	a66	Large Charm	1	5	5000				D2R_Jank				all-stats		25	25	res-all		25	25	red-dmg%		10	10	allskills		5	5	all-stats%		5	5	pierce-all		20	20	pierce-immunity-all		20	20	cdr		25	25	aura	Vigor_I	6	6	gethit-skill	Blood Shield	75	5	att%		150	150	Weight-Tracker		20	20		0
Spirit Striker	584	100	1			1	1	35	31	aqv	Arrows		3	1								hit-skill	CTC_BoneSpirit	20	10	noconsume		100	100	swing		10	20	manasteal		5	8	att		150	150																														0
Aim of Indra	585	100	1			1	1	49	44	aqv	Arrows		3	1								hit-skill	CTC_Nova	20	15	noconsume		100	100	swing		15	25	pierce-ltng		10	15	ext-att		1	2																														0
Enchanted Flame	586	100	1			1	1	67	61	aqv	Arrows		3	1								kill-skill	CTC_Enchant	20	20	noconsume		100	100	swing		20	30	pierce-immunity-fire		10	20	ama		1	1	ext-missile		1	3																										0
Mageflight	587	100	1			1	1	81	77	aqv	Arrows		3	1								hit-skill	CTC_BoltNova	20	25	noconsume		100	100	swing		20	30	extra-mag		20	30	pierce-immunity-magic		20	30	deadly/dex	3			att%		200	200																						0
Energy Manipulator	588	100	1			2	1	81	76	amu	amulet		5	5000				D2R_Jank				buff-length		25	35	allskills		1	1	oskill	Warmth	1	1	skill	Energy Shield	3	5	enr/lvl	3			cdr		25	35																										0
Trinity	589	100	1			2	1	88	83	amu	amulet		5	5000				D2R_Jank				kill-skill	Tri-Hydra	20	10	extra-elem		15	25	pierce-immunity-cold		15	25	pierce-immunity-fire		15	25	pierce-immunity-light		15	25																														0
Quintessence	590	100	1			2	1	95	90	amu	amulet		5	5000				D2R_Jank				cast/enr	1			swing/str	1			wounds/str	2			deadly/dex	2			pierce/dex	2			ar/enr	16			all-stats%		5	15																						0
Life Everlasting	591	100	1			3	1	81	76	rin	ring		5	5000				D2R_Jank				aura	Prayer	10	15	hp		25	50	mana		25	50	regen		8	8	regen-mana		75	75	heal-kill		3	5	mana-kill		3	5	res-pois-len		25	25																		0
Hunter's Mark	592	100	1			3	1	84	79	rin	ring		5	5000				D2R_Jank				aura	Blessed Aim	5	10	dex		25	25	hit-skill	CTC_TearDown	7	3	att		200	200	manasteal		6	10																														0
Unholy Commander	593	100	1			0	1	94	70	cm3	charm	1	3	5000	lgld			D2R_Jank				skelcommand		1	1	oskill	Skeleton Commander	1	1	all-stats		10	15	Weight-Tracker		3	3																																		0
Tommy's Enlightener	594	100	1			1	1	80	72	7qs	Seraph Rod		3	5000				D2R_Jank				dmg%		250	300	dmg		60	120	pal		2	2	skill	Blessed Hammer	3	7	light		3	3	extra-mag		15	20	pierce-immunity-magic		10	15																	oskill	CharmSkill	1	1		0
Curtis's Fortifier	595	100	1			1	1	85	67	uhc	Colossus Girdle		5	5000	whit	whit		D2R_Jank				ac%		200	250	all-stats		10	20	res-all		10	20	dualsteal		5	8	res-fire-max		5	5	res-cold-max		5	5	res-ltng-max		5	5	res-pois-max		5	5	levelreq		-25	-25	ease		-50	-50										0
Kurec's Pride	596	100	1			1	1	75	67	drd	earth spirit		5	5000	oran	oran		D2R_Jank				ac%		170	190	balance		20	20	red-dmg%		10	15	res-fire		30	40	dmg%		100	150	res-fire-max		10	10	dru		1	2	swing		15	15																		0
Spiritual Guardian	597	100	1			1	1	95	63	utp	Archon Plate							D2R_Jank				oskill	Spirit's Charge	5	5	mana		50	100	mana%		5	10	allskills		1	1	pierce-immunity-light		30	50	pierce-all		10	15																										0
Blackmaw's Brutality	598	100	1			1	1	56	48	xld	Sharktooth Armor		3	5000	blac	blac		D2R_Jank				ac%		160	220	aura	ReducePhysResist	10	15	str		30	30	hidden-vit		-500	-500	ac%		100	100	swing		10	15	res-all		20	30																						0
Spencer's Dispenser	599	100	1			1	1	81	61	oba	Swirling Crystal		5	5000	whit	whit		D2R_Jank				sor		2	2	skill	Rolling Thunder	2	4	pierce-immunity-light		15	25	cast		30	30	extra-ltng		15	25	vit		20	20	enr		20	20	ext-missile		2	2	mag%		50	50									oskill	CharmSkill	1	1		0
Fletching of Frostbite	587	100	1			1	1	81	77	aqv	Arrows		3	1	cblu	cblu						hit-skill	CTC_Blizzard	20	20	noconsume		100	100	swing		20	30	extra-cold		20	30	pierce-immunity-cold		20	30	ignore-ac		1	1	freeze		1	1																						0
