Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 5 - Icy Hell 19		180	4	4			19	32	32	32	32	32	32	1600	2720	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	155	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	40	255	IcyHell19	IcyHellWarp19	IcyHellTitle19	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 20		181	4	4			20	32	32	32	32	32	32	3000	40	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	156	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	40	255	IcyHell20	IcyHellWarp20	IcyHellTitle20	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 21		182	4	4			21	32	32	32	32	32	32	3000	80	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	157	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	40	255	IcyHell21	IcyHellWarp21	IcyHellTitle21	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 22		183	4	4			22	32	32	32	32	32	32	3000	120	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	158	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	40	255	IcyHell22	IcyHellWarp22	IcyHellTitle22	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 23		184	4	4			23	32	32	32	32	32	32	3000	160	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	159	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	40	255	IcyHell23	IcyHellWarp23	IcyHellTitle23	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 24		185	4	4			24	32	32	32	32	32	32	3000	200	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	160	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	40	255	IcyHell24	IcyHellWarp24	IcyHellTitle24	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 25		186	4	4			25	32	32	32	32	32	32	3000	240	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	161	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	40	255	IcyHell25	IcyHellWarp25	IcyHellTitle25	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Trials End		187	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	161	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32	57				0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Trials End	To Trials End	EnteringTrialsEnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 1A Load	Tower	188	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	189	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map1Load	ToMap1Load	EnteringMap1Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 1A	Cave L1	189	0	4			1	200	200	200	200	200	200	3000	1520	0	1	0	0	0	1	1	1	0	1	1	3	-1	-1	-1	-1	188	0	0	0	190	0	0	0	4	-1	-1	-1	5	-1	-1	-1	0	255	255	255	0	0	1	0	2025	2	27	90	2	36	90	0	0	2263	3	5	5	7	8	10	1	0	5																										1	map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		rat	bat			30	30							0	4	255	Map1	ToMap1	EnteringMap1	6	4	0	0	0	0	0	0	30	3	0	0	0	0	0	0	Map 1
Act X - Map 1A End	Cave L2	190	0	4			26	24	24	24	24	24	24	1500	2500	0	1	0	0	0	1	1	1	0	1	2	3	-1	-1	-1	-1	0	189	0	0	0	0	0	0	-1	4	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	2	27	90	2	37	90	0	0	2482	3	4	3	4	4	5	1	0	5																										1	map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		rat	bat			30	30							0	4	255	Map1End	ToMap1End	EnteringMap1End	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	Map 1
Act X - Map 1B Load	Tower	191	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	192	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map1Load	ToMap1Load	EnteringMap1Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 1B	Cave L1	192	0	4			1	200	200	200	200	200	200	3000	1740	0	1	0	0	0	1	1	1	0	1	1	3	-1	-1	-1	-1	191	0	0	0	193	0	0	0	4	-1	-1	-1	5	-1	-1	-1	0	255	255	255	0	0	1	0	2025	2	27	90	2	36	90	0	0	2526	3	5	5	7	9	11	1	0	5																										1	map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		rat	bat			30	30							0	4	255	Map1	ToMap1	EnteringMap1	6	4	0	0	0	0	0	0	30	3	0	0	0	0	0	0	Map 1
Act X - Map 1B End	Cave L2	193	0	4			26	24	24	24	24	24	24	1500	2500	0	1	0	0	0	1	1	1	0	1	2	3	-1	-1	-1	-1	0	192	0	0	0	0	0	0	-1	4	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	2	27	90	2	37	90	0	0	2771	3	4	3	4	5	6	1	0	5																										1	map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		rat	bat			30	30							0	4	255	Map1End	ToMap1End	EnteringMap1End	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	Map 1
Act X - Map 1C Load	Tower	194	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	195	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map1Load	ToMap1Load	EnteringMap1Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 1C	Cave L1	195	0	4			1	200	200	200	200	200	200	3000	1960	0	1	0	0	0	1	1	1	0	1	1	3	-1	-1	-1	-1	194	0	0	0	196	0	0	0	4	-1	-1	-1	5	-1	-1	-1	0	255	255	255	0	0	1	0	2025	2	27	90	2	36	90	0	0	2356	3	5	5	7	9	11	1	0	5																										1	map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		rat	bat			30	30							0	4	255	Map1	ToMap1	EnteringMap1	6	4	0	0	0	0	0	0	30	3	0	0	0	0	0	0	Map 1
Act X - Map 1C End	Cave L2	196	0	4			26	24	24	24	24	24	24	1500	2500	0	1	0	0	0	1	1	1	0	1	2	3	-1	-1	-1	-1	0	195	0	0	0	0	0	0	-1	4	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	2	27	90	2	37	90	0	0	2584	3	4	3	4	5	6	1	0	5																										1	map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		rat	bat			30	30							0	4	255	Map1End	ToMap1End	EnteringMap1End	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	Map 1
Act X - Map 2A Load	Tower	197	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	198	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map2Load	ToMap2Load	EnteringMap2Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 2A	Catacombs Level 3	198	0	4			2	200	200	200	200	200	200	4500	1820	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	197	199	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	90	12	43	90	0	0	1985	2	3	5	6	8	10	1	0	5																										1	map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		rat	bat			30	30							60	10	255	Map2	ToMap2	EnteringMap2	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	Map 2
Act X - Map 2A End	Catacombs Level 4	199	0	4			24	22	31	22	31	22	31	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	198	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	90	12	43	90	0	0	2847	2	3	5	6	8	10	1	0	5																										1	map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		map1a2a_brute5	map1a2a_bighead10	map1a2a_skeleton8	map1a2a_fallen8	map1a2a_goatman10	map1a2a_zombie5	map1a2a_foulcrow8	map1a2a_wraith9																		rat	bat			30	30							60	10	255	Map2End	ToMap2End	EnteringMap2End	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	Map 2
Act X - Map 2B Load	Tower	200	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	201	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map2Load	ToMap2Load	EnteringMap2Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 2B	Catacombs Level 3	201	0	4			2	200	200	200	200	200	200	4500	2040	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	200	202	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	90	12	43	90	0	0	2216	2	3	5	6	9	11	1	0	5																										1	map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		rat	bat			30	30							60	10	255	Map2	ToMap2	EnteringMap2	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	Map 2
Act X - Map 2B End	Catacombs Level 4	202	0	4			24	22	31	22	31	22	31	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	201	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	90	12	43	90	0	0	3178	2	3	5	6	9	11	1	0	5																										1	map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		map1b2b_brute5	map1b2b_bighead10	map1b2b_skeleton8	map1b2b_fallen8	map1b2b_goatman10	map1b2b_zombie5	map1b2b_foulcrow8	map1b2b_wraith9																		rat	bat			30	30							60	10	255	Map2End	ToMap2End	EnteringMap2End	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	Map 2
Act X - Map 2C Load	Tower	203	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	204	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map2Load	ToMap2Load	EnteringMap2Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 2C	Catacombs Level 3	204	0	4			2	200	200	200	200	200	200	4500	2260	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	203	205	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	90	12	43	90	0	0	2067	2	3	5	6	9	11	1	0	5																										1	map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		rat	bat			30	30							60	10	255	Map2	ToMap2	EnteringMap2	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	Map 2
Act X - Map 2C End	Catacombs Level 4	205	0	4			24	22	31	22	31	22	31	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	204	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	90	12	43	90	0	0	2964	2	3	5	6	9	11	1	0	5																										1	map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		map1c2c_brute5	map1c2c_bighead10	map1c2c_skeleton8	map1c2c_fallen8	map1c2c_goatman10	map1c2c_zombie5	map1c2c_foulcrow8	map1c2c_wraith9																		rat	bat			30	30							60	10	255	Map2End	ToMap2End	EnteringMap2End	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	Map 2
Act X - Map 3A	Arcane Sanctuary	206	1	4	11	11	56	200	200	200	200	200	200	5000	1220	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	90	14	48	90	0	0	3225	3	4	6	8	10	14	1	0	5																										1	map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																				map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																																0	22	255	Map3	ToMap3	EnteringMap3	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Map 3
Act X - Map 3B	Arcane Sanctuary	207	1	4	11	11	56	200	200	200	200	200	200	5000	1440	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	90	14	48	90	0	0	2875	3	4	6	8	10	14	1	0	5																										1	map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																				map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																																0	22	255	Map3	ToMap3	EnteringMap3	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Map 3
Act X - Map 3C	Arcane Sanctuary	208	1	4	11	11	56	200	200	200	200	200	200	5000	1660	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	90	14	48	90	0	0	3075	3	4	6	8	11	15	1	0	5																										1	map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																				map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																																0	22	255	Map3	ToMap3	EnteringMap3	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Map 3
Act X - Map 3D	Arcane Sanctuary	209	1	4	11	11	56	200	200	200	200	200	200	5000	1880	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	90	14	48	90	0	0	3600	3	4	6	8	11	15	1	0	5																										1	map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																				map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																																0	22	255	Map3	ToMap3	EnteringMap3	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Map 3
Act X - Map 3E	Arcane Sanctuary	210	1	4	11	11	56	200	200	200	200	200	200	5000	2100	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	90	14	48	90	0	0	4075	3	4	6	8	12	16	1	0	5																										1	map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																				map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																																0	22	255	Map3	ToMap3	EnteringMap3	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Map 3
Act X - Map 3F	Arcane Sanctuary	211	1	4	11	11	56	200	200	200	200	200	200	5000	2320	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	90	14	48	90	0	0	4375	3	4	6	8	12	16	1	0	5																										1	map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																				map3a_mummy6	map3a_scarab8	map3a_unraveler9	map3a_slinger9	map3a_sandmaggot7	map3a_sandleaper7																																0	22	255	Map3	ToMap3	EnteringMap3	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Map 3
Act X - Map 4A Load	Tower	212	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	213	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map4Load	ToMap4Load	EnteringMap4Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 4A	Flayer Dungeon Level 2	213	2	4			63	200	200	200	200	200	200	2000	2120	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	214	212	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	90	22	51	90	0	0	1974	1	2	4	5	8	8	1	0	5																										1	map4a_fetish8	map4a_fetishblow8	map4a_blunderbore6	map4a_cantor6	map4a_zealot5	map4a_arach7	map4a_vampire9																			map4a_fetish8	map4a_fetishblow8	map4a_blunderbore6	map4a_cantor6	map4a_zealot5	map4a_arach7	map4a_vampire9																			rat				30								0	27	255	Map4	ToMap4	EnteringMap4	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Map 4
Act X - Map 4A End	Flayer Dungeon Level 3	214	2	4			65	40	40	40	40	40	40	2000	2400	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	213	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	90	22	51	90	0	0	3666	1	2	2	3	5	6	1	0	5																										1	map4a_fetish8	map4a_fetishblow8	map4a_blunderbore6	map4a_cantor6	map4a_zealot5	map4a_arach7	map4a_vampire9																			map4a_fetish8	map4a_fetishblow8	map4a_blunderbore6	map4a_cantor6	map4a_zealot5	map4a_arach7	map4a_vampire9																			rat				30								0	27	255	Map4End	ToMap4End	EnteringMap4End	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	Map 4
Act X - Map 4B Load	Tower	215	0	4			51	8	8	8	8	8	8	3000	1280	0	1	0	0	0	1	1	1	0	1	2	2	-1	-1	-1	-1	0	216	0	0	0	0	0	0	-1	12	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	7	32					0	0	0							1	0																																																																														rat	bat			30	30							0	5	255	Map4Load	ToMap4Load	EnteringMap4Load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Act X - Map 4B	Flayer Dungeon Level 2	216	2	4			63	200	200	200	200	200	200	2000	2340	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	217	215	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	90	22	51	90	0	0	2086	1	2	4	5	8	8	1	0	5																										1	map4b_fetish8	map4b_fetishblow8	map4b_blunderbore6	map4b_cantor6	map4b_zealot5	map4b_arach7	map4b_vampire9																			map4b_fetish8	map4b_fetishblow8	map4b_blunderbore6	map4b_cantor6	map4b_zealot5	map4b_arach7	map4b_vampire9																			rat				30								0	27	255	Map4	ToMap4	EnteringMap4	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Map 4
